country,year,sustainable_index_score,no_poverty_score,zero_hunger_score,good_health_score,quality_education_score,gender_equality_score,clean_water_sanitation_score,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,URL
Finland,2020,86.4,99.5,62.4,95.5,97.2,91.2,94.3,7.808700085,1.285189509,1.499525905,0.961271405,0.66231674,0.159670442,0.477857262,https://www.worldometers.info//img/flags/small/tn_fi-flag.gif
France,2020,81.6,99.7,71.3,93.4,99.6,87.5,89.3,6.663799763,1.268129349,1.458839178,1.029714227,0.514050901,0.112607703,0.227303237,https://www.worldometers.info//img/flags/small/tn_fr-flag.gif
Gabon,2020,62.0,88.8,51.4,48.7,60.4,44.2,61.4,4.829299927,0.988044381,1.10639751,0.522574842,0.369459897,0.052013602,0.055804539,https://www.worldometers.info//img/flags/small/tn_gb-flag.gif
Georgia,2020,74.5,80.3,55.2,75.1,99.4,62.3,80.3,4.672599792,0.847198069,0.7311939,0.694657624,0.485494107,0.047609735,0.174088076,https://www.worldometers.info//img/flags/small/tn_gg-flag.gif
Germany,2020,83.0,99.5,72.4,94.2,97.2,80.0,88.4,7.075799942,1.314184546,1.368543744,0.972114801,0.564274132,0.252037704,0.309362292,https://www.worldometers.info//img/flags/small/tn_gm-flag.gif
Ghana,2020,62.0,54.4,70.4,53.5,84.5,54.0,57.7,5.147999763,0.575862467,0.96636796,0.432162255,0.477290064,0.261291206,0.056570381,https://www.worldometers.info//img/flags/small/tn_gh-flag.gif
Greece,2020,77.8,99.0,66.5,90.2,97.1,64.6,87.7,5.514999866,1.128070116,1.168973565,0.979431748,0.173516348,0.0,0.048844352,https://www.worldometers.info//img/flags/small/tn_gr-flag.gif
Guatemala,2020,59.4,73.1,43.3,69.1,71.8,49.7,69.0,6.398900032,0.753815711,1.174267054,0.705952585,0.613146722,0.170611665,0.0983603,https://www.worldometers.info//img/flags/small/tn_gt-flag.gif
Guinea,2020,53.5,57.1,57.8,31.6,30.5,28.1,51.7,4.949299812,0.390007734,0.75136596,0.333655238,0.371878058,0.249490842,0.112204559,https://www.worldometers.info//img/flags/small/tn_gv-flag.gif
Honduras,2020,62.7,64.3,53.7,70.5,64.2,63.8,72.4,5.953199863,0.598763585,1.186664104,0.791989982,0.568148077,0.256528199,0.086807102,https://www.worldometers.info//img/flags/small/tn_ho-flag.gif
Hungary,2020,79.6,98.8,71.7,83.8,92.8,64.3,86.6,6.000400066,1.164307117,1.423009396,0.806793869,0.386401802,0.070491239,0.027548173,https://www.worldometers.info//img/flags/small/tn_hu-flag.gif
Iceland,2020,78.1,99.8,57.1,96.8,98.1,87.0,59.8,7.504499912,1.326501608,1.547567487,1.000843406,0.661980748,0.362330228,0.144540772,https://www.worldometers.info//img/flags/small/tn_ic-flag.gif
India,2020,62.6,76.9,53.8,64.3,82.9,45.8,58.1,3.573299885,0.730576158,0.644198656,0.54057014,0.581142247,0.237072483,0.105587982,https://www.worldometers.info//img/flags/small/tn_in-flag.gif
Indonesia,2020,69.2,82.7,66.3,65.2,92.2,63.3,70.1,5.285600185,0.891720712,1.154800892,0.610437036,0.568161428,0.542646527,0.038278613,https://www.worldometers.info//img/flags/small/tn_id-flag.gif
Ireland,2020,79.3,99.9,67.7,94.8,99.0,76.5,82.9,7.093699932,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.373433262,https://www.worldometers.info//img/flags/small/tn_ei-flag.gif
Israel,2020,73.9,98.5,56.1,95.6,99.6,75.3,68.2,7.128600121,1.216463685,1.403256774,1.008052945,0.420699477,0.266861796,0.09989845,https://www.worldometers.info//img/flags/small/tn_is-flag.gif
Italy,2020,78.6,97.3,69.9,94.2,94.2,73.5,80.8,6.38740015,1.236396074,1.347296,1.022504926,0.321305573,0.170266211,0.040145598,https://www.worldometers.info//img/flags/small/tn_it-flag.gif
Jamaica,2020,69.7,87.9,59.1,77.9,81.8,77.4,70.1,5.889800072,0.779058397,1.408289194,0.788434088,0.553124607,0.116268493,0.030147785,https://www.worldometers.info//img/flags/small/tn_jm-flag.gif
Japan,2020,79.0,99.3,74.6,94.4,93.9,60.9,84.9,5.870800018,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.181439638,https://www.worldometers.info//img/flags/small/tn_ja-flag.gif
Jordan,2020,69.9,98.6,56.5,73.7,59.2,39.9,55.2,4.633399963,0.785179198,1.140118599,0.777624726,0.424855083,0.091494769,0.151878625,https://www.worldometers.info//img/flags/small/tn_jo-flag.gif
Kazakhstan,2020,71.7,98.5,53.7,79.6,86.2,75.2,72.4,6.057899952,1.122594237,1.453267694,0.698788941,0.497432142,0.153713793,0.110463686,https://www.worldometers.info//img/flags/small/tn_kz-flag.gif
Kenya,2020,60.2,44.3,57.1,50.9,70.6,69.9,46.7,4.583000183,0.476413399,0.905077755,0.536312759,0.519180536,0.393902093,0.067201078,https://www.worldometers.info//img/flags/small/tn_ke-flag.gif
Latvia,2020,80.5,100.0,65.6,85.0,97.8,78.0,89.2,5.949999809,1.14139545,1.414398789,0.777902424,0.329198807,0.075407945,0.090391524,https://www.worldometers.info//img/flags/small/tn_lg-flag.gif
Lebanon,2020,68.0,98.8,52.4,74.7,99.6,44.5,66.3,4.771500111,0.889232516,1.19249332,0.788671136,0.18551667,0.158524141,0.021518147,https://www.worldometers.info//img/flags/small/tn_le-flag.gif
Liberia,2020,49.6,24.2,47.6,34.9,37.1,44.6,53.0,4.557899952,0.174103007,0.920733929,0.392284274,0.405943096,0.226967871,0.051139876,https://www.worldometers.info//img/flags/small/tn_li-flag.gif
Lithuania,2020,76.3,100.0,61.1,85.3,98.1,74.4,78.8,6.215499878,1.193559647,1.432865739,0.795421183,0.42046079,0.053691041,0.081350274,https://www.worldometers.info//img/flags/small/tn_lh-flag.gif
Luxembourg,2020,78.1,100.0,59.1,96.8,98.3,81.3,81.6,7.237500191,1.536676049,1.387528419,0.986442685,0.610137045,0.19595392,0.367041469,https://www.worldometers.info//img/flags/small/tn_lu-flag.gif
Madagascar,2020,50.0,3.6,53.3,34.6,54.2,67.9,44.9,4.165599823,0.244553208,0.823694348,0.500617027,0.192967549,0.191190064,0.076248638,https://www.worldometers.info//img/flags/small/tn_ma-flag.gif
Malawi,2020,55.4,0.3,60.4,50.1,50.8,69.4,52.5,3.538000107,0.176534727,0.53036809,0.446163297,0.487389833,0.213185057,0.131633952,https://www.worldometers.info//img/flags/small/tn_mi-flag.gif
Malaysia,2020,69.4,98.8,49.4,80.2,89.2,57.3,76.3,5.384300232,1.168421626,1.17400229,0.788511872,0.596941531,0.274886161,0.062163133,https://www.worldometers.info//img/flags/small/tn_my-flag.gif
Mali,2020,56.7,41.6,62.1,39.5,10.6,58.9,61.7,4.729300022,0.352462649,0.97314173,0.234981522,0.377534449,0.16966705,0.062146276,https://www.worldometers.info//img/flags/small/tn_ml-flag.gif
Malta,2020,75.7,99.7,66.3,91.3,99.0,63.7,48.7,6.772799969,1.252513289,1.442956924,0.972042024,0.633239031,0.341180831,0.178864077,https://www.worldometers.info//img/flags/small/tn_mt-flag.gif
Mauritania,2020,56.6,74.3,47.1,51.5,39.4,38.5,58.2,4.374599934,0.539684892,1.113323569,0.425184816,0.185714483,0.128899664,0.122257635,https://www.worldometers.info//img/flags/small/tn_mr-flag.gif
Mauritius,2020,68.9,97.4,71.5,77.2,95.4,52.0,71.1,6.101299763,1.07366395,1.395666838,0.763389409,0.590838134,0.186894551,0.084088229,https://www.worldometers.info//img/flags/small/tn_mp-flag.gif
Mexico,2020,69.1,84.7,61.0,77.2,96.0,79.1,71.0,6.465000153,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668,https://www.worldometers.info//img/flags/small/tn_mx-flag.gif
Moldova,2020,77.7,98.5,55.4,76.9,99.4,68.5,70.4,5.607500076,0.707916796,1.237312198,0.713299453,0.389571488,0.174049184,0.014378744,
Mongolia,2020,64.9,94.9,48.3,64.3,94.9,65.2,64.9,5.456200123,0.904872775,1.458930612,0.615788162,0.355703115,0.263885736,0.046533126,https://www.worldometers.info//img/flags/small/tn_mg-flag.gif
Montenegro,2020,70.7,98.8,51.6,75.8,90.2,55.3,65.2,5.54610014,1.010150075,1.265657902,0.839028895,0.303223848,0.14901033,0.098435111,https://www.worldometers.info//img/flags/small/tn_mj-flag.gif
Morocco,2020,70.5,92.4,61.6,73.3,78.5,43.6,63.5,5.094799995,0.75862211,0.645208478,0.745096922,0.450054139,0.040032551,0.077385604,https://www.worldometers.info//img/flags/small/tn_mo-flag.gif
Myanmar,2020,63.1,77.8,65.6,55.5,61.1,58.2,68.5,4.308000088,0.67809093,1.098178267,0.495443076,0.597478867,0.569813728,0.187530354,https://www.worldometers.info//img/flags/small/tn_bm-flag.gif
Namibia,2020,63.6,55.4,49.5,49.1,83.2,86.8,56.0,4.571100235,0.84008199,1.245738149,0.40687117,0.444598973,0.076454483,0.054320343,https://www.worldometers.info//img/flags/small/tn_wa-flag.gif
Nepal,2020,66.3,76.8,64.1,59.5,91.8,50.3,70.8,5.137199879,0.444050372,1.100789309,0.66887939,0.480608255,0.300971806,0.127502963,https://www.worldometers.info//img/flags/small/tn_np-flag.gif
Netherlands,2020,79.3,99.2,67.7,96.0,99.3,82.0,87.2,7.448900223,1.338946342,1.463645935,0.975675344,0.61362648,0.336317569,0.368569762,
Nicaragua,2020,64.4,66.5,54.4,75.6,78.0,82.0,66.3,6.13710022,0.620033145,1.27081275,0.803093255,0.560117304,0.212871477,0.174084574,https://www.worldometers.info//img/flags/small/tn_nu-flag.gif
Niger,2020,46.8,12.2,44.9,37.7,2.8,38.9,43.3,4.909599781,0.108330332,0.703800142,0.298816353,0.435311615,0.208176896,0.137554765,
Nigeria,2020,53.3,38.9,60.9,36.1,38.8,41.0,59.7,4.724100113,0.645901859,0.986717939,0.167835936,0.435079455,0.221328124,0.047589935,https://www.worldometers.info//img/flags/small/tn_ni-flag.gif
North Macedonia,2020,72.5,95.1,62.8,75.7,66.6,58.0,71.8,5.159800053,0.935371995,1.183173537,0.802994132,0.410224587,0.18586354,0.024595059,
Norway,2020,82.2,99.2,61.7,97.1,98.0,88.9,83.7,7.487999916,1.42420733,1.495172501,1.008071899,0.670200884,0.287985086,0.434100568,https://www.worldometers.info//img/flags/small/tn_no-flag.gif
Pakistan,2020,58.6,73.2,42.6,44.1,59.7,36.9,49.4,5.69329977,0.616799474,0.872979581,0.469933242,0.405421734,0.228705063,0.122592121,https://www.worldometers.info//img/flags/small/tn_pk-flag.gif
Panama,2020,66.9,93.2,49.8,79.2,75.2,65.6,71.2,6.304800034,1.097667813,1.376149297,0.878546536,0.57984978,0.097207308,0.054230526,https://www.worldometers.info//img/flags/small/tn_pm-flag.gif
Paraguay,2020,68.7,94.3,75.3,72.3,76.0,66.3,76.5,5.692100048,0.897990823,1.36819756,0.735869646,0.586510062,0.204299241,0.065077379,https://www.worldometers.info//img/flags/small/tn_pa-flag.gif
Peru,2020,70.4,82.1,70.9,78.7,98.7,65.3,78.0,5.796800137,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266,https://www.worldometers.info//img/flags/small/tn_pe-flag.gif
Philippines,2020,66.4,75.5,68.5,58.7,79.6,63.8,70.4,6.006000042,0.775120676,1.245381713,0.602189481,0.621915162,0.129260212,0.130385727,
Poland,2020,80.6,98.9,67.7,84.1,97.4,72.0,84.4,6.186299801,1.16922915,1.310399771,0.868038476,0.557903528,0.063374244,0.160541251,https://www.worldometers.info//img/flags/small/tn_pl-flag.gif
Portugal,2020,79.7,99.9,63.3,91.8,98.6,83.5,80.3,5.910900116,1.168800831,1.339530349,0.979315281,0.589895189,0.053036947,0.027733466,https://www.worldometers.info//img/flags/small/tn_po-flag.gif
Romania,2020,77.1,98.1,69.6,81.4,84.5,57.4,76.3,6.123700142,1.120401621,1.1944381,0.79229486,0.534852326,0.068181619,0.000829569,https://www.worldometers.info//img/flags/small/tn_ro-flag.gif
Saudi Arabia,2020,65.2,100.0,56.5,76.8,78.9,44.6,59.1,6.406499863,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,https://www.worldometers.info//img/flags/small/tn_sa-flag.gif
Senegal,2020,60.7,60.1,61.6,57.8,28.6,43.9,64.8,4.980800152,0.504061818,0.95459342,0.518391907,0.352400899,0.164397135,0.081865937,https://www.worldometers.info//img/flags/small/tn_sg-flag.gif
Serbia,2020,77.5,100.0,77.2,81.6,94.2,64.5,75.0,5.77820015,0.988181829,1.327448964,0.828403294,0.395428419,0.15028289,0.059447147,https://www.worldometers.info//img/flags/small/tn_ri-flag.gif
Sierra Leone,2020,54.9,33.1,56.3,36.3,54.7,46.6,49.1,3.926399946,0.240560383,0.747984946,0.203953966,0.382027686,0.257647008,0.047940936,https://www.worldometers.info//img/flags/small/tn_sl-flag.gif
Slovenia,2020,81.0,99.3,66.9,93.0,95.6,77.2,87.8,6.363399982,1.208652496,1.464677691,0.932548046,0.646700144,0.145701498,0.076516323,https://www.worldometers.info//img/flags/small/tn_si-flag.gif
South Africa,2020,63.8,49.2,56.8,54.6,76.6,76.8,62.4,4.814099789,0.902140439,1.259086251,0.407034069,0.43478182,0.126406848,0.05950214,https://www.worldometers.info//img/flags/small/tn_sf-flag.gif
Spain,2020,80.0,98.6,65.9,94.8,97.4,86.5,87.4,6.400899887,1.230535269,1.421099186,1.051343083,0.425983816,0.16530548,0.109579779,https://www.worldometers.info//img/flags/small/tn_sp-flag.gif
Sri Lanka,2020,70.1,88.5,69.2,79.8,98.9,52.5,50.2,4.327000141,0.897986948,1.19494009,0.792036712,0.528632462,0.252666146,0.049444564,https://www.worldometers.info//img/flags/small/tn_ce-flag.gif
Sweden,2020,86.3,98.8,64.8,96.7,99.8,91.1,95.1,7.353499889,1.322235227,1.433347702,0.986470461,0.650297701,0.272827893,0.442066371,https://www.worldometers.info//img/flags/small/tn_sw-flag.gif
Switzerland,2020,80.9,99.4,70.6,97.1,98.5,85.1,90.5,7.559899807,1.39077425,1.472403407,1.040533185,0.62895447,0.269055754,0.407945901,https://www.worldometers.info//img/flags/small/tn_sz-flag.gif
Tajikistan,2020,69.3,76.2,64.5,67.5,73.5,56.3,59.5,5.555699825,0.474874616,1.218377709,0.680594802,0.521141171,0.182417125,0.221779913,https://www.worldometers.info//img/flags/small/tn_ti-flag.gif
Tanzania,2020,56.9,24.1,61.9,47.0,47.6,70.2,51.7,3.476200104,0.457163125,0.872674644,0.442677855,0.509343088,0.27154091,0.203880861,
Thailand,2020,73.8,98.5,58.4,79.4,97.5,70.7,76.0,5.998799801,1.007029295,1.347519517,0.793855846,0.609449804,0.376709014,0.031837862,https://www.worldometers.info//img/flags/small/tn_th-flag.gif
Togo,2020,55.8,28.3,60.7,45.3,78.9,42.1,50.9,4.187200069,0.268116266,0.547622859,0.342731178,0.303539038,0.200774252,0.114826456,https://www.worldometers.info//img/flags/small/tn_to-flag.gif
Tunisia,2020,72.0,97.7,61.3,79.8,87.9,50.0,63.9,4.392199993,0.874742687,0.872167706,0.781156719,0.235860556,0.055881143,0.043899573,https://www.worldometers.info//img/flags/small/tn_ts-flag.gif
Uganda,2020,53.5,23.4,66.6,49.3,40.2,65.5,47.4,4.43200016,0.312337428,1.052327394,0.378311664,0.401682556,0.264807373,0.063818842,https://www.worldometers.info//img/flags/small/tn_ug-flag.gif
United Kingdom,2020,81.3,98.9,67.1,93.2,98.2,83.6,94.4,7.164500237,1.273061037,1.457844973,0.97570008,0.525168657,0.373433441,0.322601646,https://www.worldometers.info//img/flags/small/tn_uk-flag.gif
United States,2020,75.6,98.8,68.7,89.2,93.9,76.5,83.6,6.939599991,1.37398684,1.404786706,0.831618011,0.534608245,0.298143059,0.152284741,https://www.worldometers.info//img/flags/small/tn_us-flag.gif
Uruguay,2020,77.2,98.2,66.5,84.4,90.7,74.5,75.8,6.440100193,1.071000457,1.425081134,0.856928885,0.59426707,0.132143691,0.193425074,https://www.worldometers.info//img/flags/small/tn_uy-flag.gif
Uzbekistan,2020,70.5,55.9,67.2,76.4,83.7,84.6,58.8,6.257599831,0.696652949,1.434020042,0.716703713,0.693270326,0.363311023,0.280260265,https://www.worldometers.info//img/flags/small/tn_uz-flag.gif
Vietnam,2020,71.8,95.4,73.1,69.6,97.8,71.7,74.3,5.353499889,0.718092382,1.253074765,0.819133997,0.650835574,0.136488721,0.089848459,https://www.worldometers.info//img/flags/small/tn_vi-flag.gif
Zambia,2020,53.6,9.4,59.1,45.9,66.7,66.2,52.9,3.759399891,0.536833763,0.896037281,0.36359334,0.49131754,0.250620902,0.086705238,https://www.worldometers.info//img/flags/small/tn_za-flag.gif
Zimbabwe,2020,54.3,20.1,47.2,41.5,62.0,77.0,51.1,3.299200058,0.425564021,1.047835231,0.375037611,0.37740472,0.151349187,0.080928579,https://www.worldometers.info//img/flags/small/tn_zi-flag.gif
