country,year,sustainable_index_score,no_poverty_score,zero_hunger_score,good_health_score,quality_education_score,gender_equality_score,clean_water_sanitation_score,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,URL
Serbia,2023,77.33697175,99.9835,75.80475,82.45528571,93.61375,64.9175,75.0428,6.144,1.552,1.343,0.424,0.617,0.246,0.081,https://www.worldometers.info//img/flags/small/tn_ri-flag.gif
Sierra Leone,2023,55.66940203,49.1385,56.665375,36.60785714,50.31725,46.6365,49.09,3.138,0.67,0.54,0.092,0.371,0.193,0.051,https://www.worldometers.info//img/flags/small/tn_sl-flag.gif
Slovenia,2023,81.00665366,99.401,66.608875,92.35528571,95.61125,77.04125,87.8138,6.65,1.815,1.539,0.532,0.707,0.144,0.113,https://www.worldometers.info//img/flags/small/tn_si-flag.gif
South Africa,2023,64.0031979,51.704,56.7845,56.95485714,76.629,76.7865,62.4386,5.275,1.417,1.428,0.149,0.464,0.09,0.019,https://www.worldometers.info//img/flags/small/tn_sf-flag.gif
Spain,2023,80.42509149,98.739,65.396625,94.23785714,97.4235,86.8665,87.3514,6.436,1.798,1.491,0.567,0.533,0.101,0.157,https://www.worldometers.info//img/flags/small/tn_sp-flag.gif
Sri Lanka,2023,69.40149899,86.239,68.964625,78.4965,98.91633333,52.4145,50.195,4.442,1.422,1.224,0.426,0.539,0.12,0.086,https://www.worldometers.info//img/flags/small/tn_ce-flag.gif
Sweden,2023,85.98139698,98.8885,63.074125,96.904,99.76166667,91.44025,95.0576,7.395,1.921,1.51,0.562,0.754,0.225,0.52,https://www.worldometers.info//img/flags/small/tn_sw-flag.gif
Switzerland,2023,80.53738907,99.463,67.914125,96.02864286,98.525,85.917,90.5232,7.24,2.022,1.463,0.582,0.678,0.151,0.475,https://www.worldometers.info//img/flags/small/tn_sz-flag.gif
Tajikistan,2023,69.18514074,82.961,65.32833333,67.24628571,73.4945,56.50125,59.5098,5.33,0.972,1.248,0.291,0.599,0.104,0.292,https://www.worldometers.info//img/flags/small/tn_ti-flag.gif
Tanzania,2023,56.83294186,25.558,60.984375,46.222,48.695,70.79,51.6648,3.694,0.836,0.787,0.214,0.607,0.234,0.269,
Thailand,2023,74.73862913,98.602,58.642,79.68464286,97.97825,70.688,76.0088,5.843,1.515,1.344,0.461,0.624,0.291,0.013,https://www.worldometers.info//img/flags/small/tn_th-flag.gif
Togo,2023,56.26487556,31.4185,60.989125,45.7295,80.10675,42.36625,50.8932,4.137,0.77,0.642,0.161,0.367,0.149,0.136,https://www.worldometers.info//img/flags/small/tn_to-flag.gif
Tunisia,2023,72.50349745,97.9125,61.53875,78.91871429,93.11866667,50.97175,63.9376,4.497,1.333,0.981,0.422,0.259,0.022,0.016,https://www.worldometers.info//img/flags/small/tn_ts-flag.gif
Uganda,2023,55.02406478,25.413,66.65685714,49.32642857,40.84775,67.838,47.393,4.432,0.785,1.144,0.201,0.425,0.197,0.051,https://www.worldometers.info//img/flags/small/tn_ug-flag.gif
United Kingdom,2023,81.65314272,98.9565,68.3895,93.07633333,98.193,84.10475,94.3934,6.796,1.857,1.366,0.511,0.626,0.272,0.34,https://www.worldometers.info//img/flags/small/tn_uk-flag.gif
United States,2023,75.91439705,98.8635,68.605375,88.67678571,93.91233333,76.791,83.6262,6.894,1.98,1.46,0.39,0.557,0.21,0.172,https://www.worldometers.info//img/flags/small/tn_us-flag.gif
Uruguay,2023,77.73837361,98.4625,67.56225,84.73392857,90.70775,76.3755,75.793,6.494,1.617,1.445,0.435,0.683,0.102,0.254,https://www.worldometers.info//img/flags/small/tn_uy-flag.gif
Uzbekistan,2023,71.14824663,61.5585,67.45957143,77.21428571,85.146,85.07925,58.8052,6.014,1.227,1.347,0.375,0.74,0.26,0.208,https://www.worldometers.info//img/flags/small/tn_uz-flag.gif
Vietnam,2023,73.32232265,97.0075,73.62975,69.86335714,97.3805,74.3825,74.2558,5.763,1.349,1.212,0.381,0.741,0.134,0.122,https://www.worldometers.info//img/flags/small/tn_vi-flag.gif
Zambia,2023,54.28413607,9.883,59.47242857,45.57735714,66.72966667,65.12025,52.9272,3.982,0.914,0.89,0.095,0.545,0.189,0.08,https://www.worldometers.info//img/flags/small/tn_za-flag.gif
Zimbabwe,2023,55.60229222,21.453,48.491,41.90771429,62.497,77.1775,51.0746,3.204,0.758,0.881,0.069,0.363,0.112,0.117,https://www.worldometers.info//img/flags/small/tn_zi-flag.gif
