country,year,sustainable_index_score,no_poverty_score,zero_hunger_score,good_health_score,quality_education_score,gender_equality_score,clean_water_sanitation_score,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,URL
Mauritius,2019,68.6,98.1,71.4,78.8,91.7,52.1,71.1,5.888,1.12,1.402,0.798,0.498,0.215,0.06,https://www.worldometers.info//img/flags/small/tn_mp-flag.gif
Mexico,2019,69.1,87.4,61.5,78.0,96.1,79.2,70.7,6.595,1.07,1.323,0.861,0.433,0.074,0.073,https://www.worldometers.info//img/flags/small/tn_mx-flag.gif
Moldova,2019,77.5,98.6,60.1,77.7,98.6,69.6,70.1,5.529,0.685,1.328,0.739,0.245,0.181,0.0,
Mongolia,2019,65.5,94.8,48.1,63.6,95.9,65.6,64.3,5.285,0.948,1.531,0.667,0.317,0.235,0.038,https://www.worldometers.info//img/flags/small/tn_mg-flag.gif
Montenegro,2019,70.8,98.9,51.4,75.2,87.6,58.4,65.0,5.523,1.051,1.361,0.871,0.197,0.142,0.08,https://www.worldometers.info//img/flags/small/tn_mj-flag.gif
Morocco,2019,70.0,93.7,63.2,73.6,74.5,43.6,62.8,5.208,0.801,0.782,0.782,0.418,0.036,0.076,https://www.worldometers.info//img/flags/small/tn_mo-flag.gif
Myanmar,2019,62.6,76.9,65.6,54.9,61.1,56.3,67.7,4.36,0.71,1.181,0.555,0.525,0.566,0.172,https://www.worldometers.info//img/flags/small/tn_bm-flag.gif
Namibia,2019,63.5,61.7,49.7,46.5,71.8,86.6,55.9,4.639,0.879,1.313,0.477,0.401,0.07,0.056,https://www.worldometers.info//img/flags/small/tn_wa-flag.gif
Nepal,2019,66.2,75.6,63.8,59.1,91.1,50.3,69.8,4.913,0.446,1.226,0.677,0.439,0.285,0.089,https://www.worldometers.info//img/flags/small/tn_np-flag.gif
Netherlands,2019,78.7,99.2,67.7,95.8,98.3,80.7,87.2,7.488,1.396,1.522,0.999,0.557,0.322,0.298,
Nicaragua,2019,64.4,67.3,54.8,75.9,78.0,80.8,66.3,6.105,0.694,1.325,0.835,0.435,0.2,0.127,https://www.worldometers.info//img/flags/small/tn_nu-flag.gif
Niger,2019,46.9,11.9,46.8,37.9,2.8,41.0,43.1,4.628,0.138,0.774,0.366,0.318,0.188,0.102,
Nigeria,2019,53.2,40.6,60.8,33.8,38.8,39.1,58.9,5.265,0.696,1.111,0.245,0.426,0.215,0.041,https://www.worldometers.info//img/flags/small/tn_ni-flag.gif
North Macedonia,2019,73.0,95.6,62.6,76.9,72.8,58.2,71.7,5.274,0.983,1.294,0.838,0.345,0.185,0.034,
Norway,2019,81.9,99.2,61.8,97.3,97.6,88.6,83.7,7.554,1.488,1.582,1.028,0.603,0.271,0.341,https://www.worldometers.info//img/flags/small/tn_no-flag.gif
Pakistan,2019,58.4,75.8,42.9,44.3,59.7,37.0,49.0,5.653,0.677,0.886,0.535,0.313,0.22,0.098,https://www.worldometers.info//img/flags/small/tn_pk-flag.gif
Panama,2019,66.9,95.1,49.6,80.8,76.9,65.0,70.9,6.321,1.149,1.442,0.91,0.516,0.109,0.054,https://www.worldometers.info//img/flags/small/tn_pm-flag.gif
Paraguay,2019,68.0,93.6,75.1,73.4,72.8,66.5,76.3,5.743,0.855,1.475,0.777,0.514,0.184,0.08,https://www.worldometers.info//img/flags/small/tn_pa-flag.gif
Peru,2019,71.8,85.5,70.5,81.7,98.4,69.8,77.6,5.697,0.96,1.274,0.854,0.455,0.083,0.027,https://www.worldometers.info//img/flags/small/tn_pe-flag.gif
Philippines,2019,67.2,79.7,68.2,60.3,87.2,64.0,69.9,5.631,0.807,1.293,0.657,0.558,0.117,0.107,
Poland,2019,80.9,99.0,65.8,85.9,98.8,72.0,84.4,6.182,1.206,1.438,0.884,0.483,0.117,0.05,https://www.worldometers.info//img/flags/small/tn_pl-flag.gif
Portugal,2019,79.1,99.9,63.9,92.4,95.0,82.8,80.3,5.693,1.221,1.431,0.999,0.508,0.047,0.025,https://www.worldometers.info//img/flags/small/tn_po-flag.gif
Romania,2019,76.7,98.2,73.3,80.0,83.4,57.5,76.1,6.07,1.162,1.232,0.825,0.462,0.083,0.005,https://www.worldometers.info//img/flags/small/tn_ro-flag.gif
Saudi Arabia,2019,64.9,100.0,56.9,76.7,79.5,42.5,59.1,6.375,1.403,1.357,0.795,0.439,0.08,0.132,https://www.worldometers.info//img/flags/small/tn_sa-flag.gif
Senegal,2019,60.4,60.4,61.1,58.9,28.1,43.3,64.2,4.681,0.45,1.134,0.571,0.292,0.153,0.072,https://www.worldometers.info//img/flags/small/tn_sg-flag.gif
Serbia,2019,77.5,100.0,76.2,83.0,94.5,64.0,74.9,5.603,1.004,1.383,0.854,0.282,0.137,0.039,https://www.worldometers.info//img/flags/small/tn_ri-flag.gif
Sierra Leone,2019,54.5,32.4,55.8,36.7,53.1,46.6,48.6,4.374,0.268,0.841,0.242,0.309,0.252,0.045,https://www.worldometers.info//img/flags/small/tn_sl-flag.gif
Slovenia,2019,80.5,99.4,65.9,93.3,95.4,76.8,87.8,6.118,1.258,1.523,0.953,0.564,0.144,0.057,https://www.worldometers.info//img/flags/small/tn_si-flag.gif
South Africa,2019,63.2,52.2,55.2,54.2,76.7,76.7,62.1,4.722,0.96,1.351,0.469,0.389,0.13,0.055,https://www.worldometers.info//img/flags/small/tn_sf-flag.gif
Spain,2019,79.5,98.7,64.0,94.9,95.7,86.3,87.4,6.354,1.286,1.484,1.062,0.362,0.153,0.079,https://www.worldometers.info//img/flags/small/tn_sp-flag.gif
Sri Lanka,2019,69.6,90.3,69.1,79.1,98.2,52.0,50.2,4.366,0.949,1.265,0.831,0.47,0.244,0.047,https://www.worldometers.info//img/flags/small/tn_ce-flag.gif
Sweden,2019,86.0,98.9,65.3,96.9,99.9,91.5,95.1,7.343,1.387,1.487,1.009,0.574,0.267,0.373,https://www.worldometers.info//img/flags/small/tn_sw-flag.gif
Switzerland,2019,80.7,99.5,69.9,97.2,98.0,85.2,90.5,7.48,1.452,1.526,1.052,0.572,0.263,0.343,https://www.worldometers.info//img/flags/small/tn_sz-flag.gif
Tajikistan,2019,68.9,74.7,64.6,67.5,73.5,53.8,59.5,5.467,0.493,1.098,0.718,0.389,0.23,0.144,https://www.worldometers.info//img/flags/small/tn_ti-flag.gif
Tanzania,2019,56.9,24.7,61.8,46.2,49.2,71.0,51.5,3.231,0.476,0.885,0.499,0.417,0.276,0.147,
Thailand,2019,73.8,98.5,58.6,79.4,97.0,70.8,75.9,6.008,1.05,1.409,0.828,0.557,0.359,0.028,https://www.worldometers.info//img/flags/small/tn_th-flag.gif
Togo,2019,55.2,29.1,60.1,45.6,75.7,41.0,50.8,4.085,0.275,0.572,0.41,0.293,0.177,0.085,https://www.worldometers.info//img/flags/small/tn_to-flag.gif
Tunisia,2019,71.9,98.0,62.6,79.2,87.8,48.9,63.5,4.461,0.921,1.0,0.815,0.167,0.059,0.055,https://www.worldometers.info//img/flags/small/tn_ts-flag.gif
Uganda,2019,53.6,23.8,66.9,49.2,40.2,64.9,46.8,4.189,0.332,1.069,0.443,0.356,0.252,0.06,https://www.worldometers.info//img/flags/small/tn_ug-flag.gif
United Kingdom,2019,81.0,99.0,68.5,94.0,99.2,82.2,94.4,7.054,1.333,1.538,0.996,0.45,0.348,0.278,https://www.worldometers.info//img/flags/small/tn_uk-flag.gif
United States,2019,74.9,98.8,68.7,88.8,94.1,74.4,83.6,6.892,1.433,1.457,0.874,0.454,0.28,0.128,https://www.worldometers.info//img/flags/small/tn_us-flag.gif
Uruguay,2019,77.3,98.5,67.1,85.1,95.9,73.1,75.7,6.293,1.124,1.465,0.891,0.523,0.127,0.15,https://www.worldometers.info//img/flags/small/tn_uy-flag.gif
Uzbekistan,2019,69.4,56.4,67.2,77.0,77.2,76.4,58.8,6.174,0.745,1.529,0.756,0.631,0.322,0.24,https://www.worldometers.info//img/flags/small/tn_uz-flag.gif
Vietnam,2019,71.4,95.5,72.2,68.5,97.9,71.3,73.7,5.175,0.741,1.346,0.851,0.543,0.147,0.073,https://www.worldometers.info//img/flags/small/tn_vi-flag.gif
Zambia,2019,53.4,10.4,58.7,42.8,66.1,65.9,52.6,4.107,0.578,1.058,0.426,0.431,0.247,0.087,https://www.worldometers.info//img/flags/small/tn_za-flag.gif
Zimbabwe,2019,53.7,21.4,46.0,40.6,60.6,77.0,51.3,3.663,0.366,1.114,0.433,0.361,0.151,0.089,https://www.worldometers.info//img/flags/small/tn_zi-flag.gif
