country,year,sustainable_index_score,no_poverty_score,zero_hunger_score,good_health_score,quality_education_score,gender_equality_score,clean_water_sanitation_score,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,URL
Georgia,2016,73.5,82.6,53.8,71.8,98.3,59.3,80.2,4.252,0.83792,0.19249,0.64035,0.32461,0.06786,0.3188,https://www.worldometers.info//img/flags/small/tn_gg-flag.gif
Germany,2016,82.0,99.6,72.8,92.6,98.7,82.1,88.4,6.994,1.44787,1.09774,0.81487,0.53466,0.30452,0.28551,https://www.worldometers.info//img/flags/small/tn_gm-flag.gif
Ghana,2016,59.6,49.1,68.6,49.7,76.4,52.0,55.4,4.276,0.63107,0.49353,0.29681,0.40973,0.21203,0.0326,https://www.worldometers.info//img/flags/small/tn_gh-flag.gif
Greece,2016,75.7,98.6,67.8,88.4,94.4,63.0,87.6,5.033,1.24886,0.75473,0.80029,0.05822,0.0,0.04127,https://www.worldometers.info//img/flags/small/tn_gr-flag.gif
Guatemala,2016,58.3,72.1,42.6,68.9,69.7,49.1,68.3,6.324,0.83454,0.87119,0.54039,0.50379,0.28808,0.08701,https://www.worldometers.info//img/flags/small/tn_gt-flag.gif
Guinea,2016,51.4,46.6,57.5,27.4,20.1,27.6,50.5,3.607,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192,https://www.worldometers.info//img/flags/small/tn_gv-flag.gif
Honduras,2016,62.9,63.4,53.8,69.2,64.6,66.6,70.9,4.871,0.69429,0.75596,0.58383,0.26755,0.2044,0.06906,https://www.worldometers.info//img/flags/small/tn_ho-flag.gif
Hungary,2016,78.7,98.7,73.2,81.5,93.0,63.0,86.6,5.145,1.24142,0.93164,0.67608,0.1977,0.099,0.04472,https://www.worldometers.info//img/flags/small/tn_hu-flag.gif
Iceland,2016,76.7,99.8,53.7,95.3,99.0,93.6,59.8,7.501,1.42666,1.18326,0.86733,0.56624,0.47678,0.14975,https://www.worldometers.info//img/flags/small/tn_ic-flag.gif
India,2016,58.6,73.0,52.9,61.4,79.3,39.9,54.9,4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722,https://www.worldometers.info//img/flags/small/tn_in-flag.gif
Indonesia,2016,65.3,74.3,63.8,63.9,92.8,60.2,66.8,5.314,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322,https://www.worldometers.info//img/flags/small/tn_id-flag.gif
Ireland,2016,78.5,99.9,67.6,93.9,98.7,75.9,84.6,6.907,1.48341,1.16157,0.81455,0.54008,0.44963,0.29754,https://www.worldometers.info//img/flags/small/tn_ei-flag.gif
Israel,2016,72.0,98.5,60.2,94.4,99.6,73.7,68.2,7.267,1.33766,0.99537,0.84917,0.36432,0.32288,0.08728,https://www.worldometers.info//img/flags/small/tn_is-flag.gif
Italy,2016,77.0,97.1,70.6,92.0,97.0,69.9,80.8,5.977,1.35495,1.04167,0.85102,0.18827,0.16684,0.02556,https://www.worldometers.info//img/flags/small/tn_it-flag.gif
Jamaica,2016,68.6,90.8,58.5,77.7,84.5,71.7,69.8,5.51,0.89333,0.96372,0.59469,0.43597,0.22245,0.04294,https://www.worldometers.info//img/flags/small/tn_jm-flag.gif
Japan,2016,78.0,99.3,74.6,93.7,94.5,58.8,84.8,5.921,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985,https://www.worldometers.info//img/flags/small/tn_ja-flag.gif
Jordan,2016,66.7,98.6,56.8,76.5,31.0,42.3,55.3,5.303,0.99673,0.86216,0.60712,0.36023,0.14262,0.13297,https://www.worldometers.info//img/flags/small/tn_jo-flag.gif
Kazakhstan,2016,71.5,98.1,53.3,74.4,96.5,78.8,72.9,5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132,https://www.worldometers.info//img/flags/small/tn_kz-flag.gif
Kenya,2016,58.9,43.3,55.1,47.9,69.8,66.5,45.7,4.356,0.52267,0.7624,0.30147,0.40576,0.41328,0.06686,https://www.worldometers.info//img/flags/small/tn_ke-flag.gif
Latvia,2016,78.7,100.0,66.3,81.9,96.7,71.6,89.0,5.56,1.21788,0.95025,0.63952,0.27996,0.17445,0.0889,https://www.worldometers.info//img/flags/small/tn_lg-flag.gif
Lebanon,2016,67.0,99.0,55.1,78.3,98.6,42.4,65.0,5.129,1.12268,0.64184,0.76171,0.26228,0.23693,0.03061,https://www.worldometers.info//img/flags/small/tn_le-flag.gif
Liberia,2016,50.0,28.6,46.7,28.2,60.3,38.3,52.1,3.622,0.10706,0.50353,0.23165,0.25748,0.24063,0.04852,https://www.worldometers.info//img/flags/small/tn_li-flag.gif
Lithuania,2016,74.9,100.0,61.1,82.7,99.6,71.4,78.3,5.813,1.2692,1.06411,0.64674,0.18929,0.02025,0.0182,https://www.worldometers.info//img/flags/small/tn_lh-flag.gif
Luxembourg,2016,76.5,99.8,57.0,95.3,99.0,77.3,81.6,6.871,1.69752,1.03999,0.84542,0.5487,0.27571,0.35329,https://www.worldometers.info//img/flags/small/tn_lu-flag.gif
Madagascar,2016,48.8,3.7,52.3,34.2,53.8,63.0,43.3,3.695,0.27954,0.46115,0.37109,0.13684,0.2204,0.07506,https://www.worldometers.info//img/flags/small/tn_ma-flag.gif
Malawi,2016,52.8,1.9,57.7,41.3,51.1,63.6,51.2,4.156,0.08709,0.147,0.29364,0.4143,0.30968,0.07564,https://www.worldometers.info//img/flags/small/tn_mi-flag.gif
Malaysia,2016,67.5,98.6,46.7,79.8,89.6,53.5,76.2,6.005,1.25142,0.88025,0.62366,0.39031,0.41474,0.09081,https://www.worldometers.info//img/flags/small/tn_my-flag.gif
Mali,2016,55.8,38.0,61.6,35.0,14.5,51.1,58.1,4.073,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647,https://www.worldometers.info//img/flags/small/tn_ml-flag.gif
Malta,2016,74.7,99.9,65.5,91.1,98.5,59.7,48.3,6.488,1.30782,1.09879,0.80315,0.54994,0.56237,0.17554,https://www.worldometers.info//img/flags/small/tn_mt-flag.gif
Mauritania,2016,53.9,72.8,39.0,50.9,34.6,40.8,56.3,4.201,0.61391,0.84142,0.28639,0.1268,0.22686,0.17955,https://www.worldometers.info//img/flags/small/tn_mr-flag.gif
Mauritius,2016,66.7,97.7,64.0,76.8,92.5,46.3,70.8,5.648,1.14372,0.75695,0.66189,0.46145,0.36951,0.05203,https://www.worldometers.info//img/flags/small/tn_mp-flag.gif
Mexico,2016,67.4,86.5,60.4,81.2,97.7,74.1,72.7,6.778,1.11508,0.7146,0.71143,0.37709,0.11735,0.18355,https://www.worldometers.info//img/flags/small/tn_mx-flag.gif
Moldova,2016,76.3,98.4,58.6,74.2,98.7,68.7,69.4,5.897,0.69177,0.83132,0.52309,0.25202,0.19997,0.01903,
Mongolia,2016,64.3,93.2,46.2,63.3,95.1,66.7,62.6,4.907,0.98853,1.08983,0.55469,0.35972,0.34539,0.03285,https://www.worldometers.info//img/flags/small/tn_mg-flag.gif
Montenegro,2016,68.2,98.7,51.2,74.3,81.4,58.3,63.9,5.161,1.07838,0.74173,0.63533,0.15111,0.17191,0.12721,https://www.worldometers.info//img/flags/small/tn_mj-flag.gif
Morocco,2016,67.3,92.8,59.7,70.5,63.3,42.9,60.9,5.151,0.84058,0.38595,0.59471,0.25646,0.04053,0.08404,https://www.worldometers.info//img/flags/small/tn_mo-flag.gif
Myanmar,2016,59.2,67.4,66.2,52.6,52.1,57.6,65.3,4.395,0.34112,0.69981,0.3988,0.42692,0.81971,0.20243,https://www.worldometers.info//img/flags/small/tn_bm-flag.gif
Namibia,2016,63.3,66.8,48.5,42.6,76.2,84.6,55.3,4.574,0.93287,0.70362,0.34745,0.48614,0.07795,0.10398,https://www.worldometers.info//img/flags/small/tn_wa-flag.gif
Nepal,2016,63.4,70.2,63.2,51.1,84.3,43.3,67.0,4.793,0.44626,0.69699,0.50073,0.37012,0.3816,0.07008,https://www.worldometers.info//img/flags/small/tn_np-flag.gif
Netherlands,2016,78.7,99.3,67.6,95.4,97.8,82.9,87.6,7.339,1.46468,1.02912,0.81231,0.55211,0.47416,0.29927,
Nicaragua,2016,63.8,70.5,53.5,74.4,78.0,81.6,66.2,5.992,0.69384,0.89521,0.65213,0.46582,0.29773,0.16292,https://www.worldometers.info//img/flags/small/tn_nu-flag.gif
Niger,2016,44.8,9.2,46.7,34.8,5.3,35.5,42.6,3.856,0.1327,0.6053,0.26162,0.38041,0.2097,0.17176,
Nigeria,2016,52.3,39.7,58.8,31.2,41.3,40.8,56.6,4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305,https://www.worldometers.info//img/flags/small/tn_ni-flag.gif
North Macedonia,2016,71.1,94.4,64.9,76.0,71.5,50.8,71.2,5.121,1.0193,0.78236,0.64738,0.27668,0.23507,0.07047,
Norway,2016,81.1,98.8,63.7,96.9,98.8,87.8,83.7,7.498,1.57744,1.1269,0.79579,0.59609,0.37895,0.35776,https://www.worldometers.info//img/flags/small/tn_no-flag.gif
Pakistan,2016,56.2,73.9,39.5,42.6,58.6,28.3,47.6,5.132,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388,https://www.worldometers.info//img/flags/small/tn_pk-flag.gif
Panama,2016,65.5,92.7,47.8,78.6,75.2,62.0,69.8,6.701,1.18306,0.98912,0.70835,0.48927,0.2418,0.08423,https://www.worldometers.info//img/flags/small/tn_pm-flag.gif
Paraguay,2016,66.5,90.8,74.6,72.4,72.9,65.4,75.1,5.538,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396,https://www.worldometers.info//img/flags/small/tn_pa-flag.gif
Peru,2016,69.9,83.8,69.4,80.6,96.2,67.8,76.6,5.743,0.99602,0.81255,0.62994,0.37502,0.14527,0.05292,https://www.worldometers.info//img/flags/small/tn_pe-flag.gif
Philippines,2016,64.1,74.3,66.0,57.2,85.3,63.4,68.5,5.279,0.81217,0.87877,0.47036,0.54854,0.21674,0.11757,
Poland,2016,79.5,98.9,67.3,85.0,96.6,70.9,83.0,5.835,1.24585,1.04685,0.69058,0.4519,0.14443,0.055,https://www.worldometers.info//img/flags/small/tn_pl-flag.gif
Portugal,2016,77.3,99.7,62.0,90.6,98.3,80.1,79.2,5.123,1.27607,0.94367,0.79363,0.44727,0.11691,0.01521,https://www.worldometers.info//img/flags/small/tn_po-flag.gif
Romania,2016,75.5,97.3,66.9,79.1,84.6,52.9,75.5,5.528,1.1697,0.72803,0.67602,0.36712,0.12889,0.00679,https://www.worldometers.info//img/flags/small/tn_ro-flag.gif
Saudi Arabia,2016,61.9,100.0,57.3,76.8,77.4,41.1,59.0,6.379,1.48953,0.84829,0.59267,0.37904,0.15457,0.30008,https://www.worldometers.info//img/flags/small/tn_sa-flag.gif
Senegal,2016,57.5,47.5,60.7,54.1,26.0,45.1,62.3,4.219,0.44314,0.77416,0.40457,0.31056,0.19103,0.11681,https://www.worldometers.info//img/flags/small/tn_sg-flag.gif
Serbia,2016,74.8,100.0,72.9,81.0,95.4,61.3,74.5,5.177,1.03437,0.81329,0.6458,0.15718,0.20737,0.04339,https://www.worldometers.info//img/flags/small/tn_ri-flag.gif
Sierra Leone,2016,53.4,34.4,55.3,30.7,41.9,44.8,47.2,4.635,0.36485,0.628,0.0,0.30685,0.23897,0.08196,https://www.worldometers.info//img/flags/small/tn_sl-flag.gif
Slovenia,2016,79.4,99.3,66.3,90.6,97.0,81.0,87.8,5.768,1.29947,1.05613,0.79151,0.53164,0.25738,0.03635,https://www.worldometers.info//img/flags/small/tn_si-flag.gif
South Africa,2016,62.2,51.3,54.3,48.2,80.6,81.4,61.7,4.459,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415,https://www.worldometers.info//img/flags/small/tn_sf-flag.gif
Spain,2016,78.2,98.3,64.5,94.1,94.1,83.4,86.8,6.361,1.34253,1.12945,0.87896,0.37545,0.17665,0.06137,https://www.worldometers.info//img/flags/small/tn_sp-flag.gif
Sri Lanka,2016,68.9,88.6,66.7,79.4,96.4,52.8,49.3,4.415,0.97318,0.84783,0.62007,0.50817,0.46978,0.07964,https://www.worldometers.info//img/flags/small/tn_ce-flag.gif
Sweden,2016,85.5,98.8,66.3,96.4,99.2,90.0,95.0,7.291,1.45181,1.08764,0.83121,0.58218,0.38254,0.40867,https://www.worldometers.info//img/flags/small/tn_sw-flag.gif
Switzerland,2016,79.8,99.5,66.4,96.3,99.2,79.4,90.5,7.509,1.52733,1.14524,0.86303,0.58557,0.28083,0.41203,https://www.worldometers.info//img/flags/small/tn_sz-flag.gif
Tajikistan,2016,67.0,64.4,65.1,64.3,73.8,52.9,60.7,4.996,0.48835,0.75602,0.53119,0.43408,0.25998,0.13509,https://www.worldometers.info//img/flags/small/tn_ti-flag.gif
Tanzania,2016,56.0,23.6,58.9,41.8,43.1,69.5,48.7,3.666,0.47155,0.77623,0.357,0.3176,0.31472,0.05099,
Thailand,2016,72.3,98.3,60.3,77.9,91.9,65.2,75.5,6.474,1.0893,1.04477,0.64915,0.49553,0.58696,0.02833,https://www.worldometers.info//img/flags/small/tn_th-flag.gif
Togo,2016,53.3,21.0,58.2,39.7,69.6,38.9,49.2,3.303,0.28123,0.0,0.24811,0.34678,0.17517,0.11587,https://www.worldometers.info//img/flags/small/tn_to-flag.gif
Tunisia,2016,71.5,97.8,59.2,74.6,84.9,54.7,62.6,5.045,0.97724,0.43165,0.59577,0.23553,0.03936,0.0817,https://www.worldometers.info//img/flags/small/tn_ts-flag.gif
Uganda,2016,51.8,23.0,64.5,44.6,38.9,61.5,45.1,3.739,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442,https://www.worldometers.info//img/flags/small/tn_ug-flag.gif
United Kingdom,2016,80.5,99.9,68.6,92.4,99.1,80.1,94.4,6.725,1.40283,1.08672,0.80991,0.50036,0.50156,0.27399,https://www.worldometers.info//img/flags/small/tn_uk-flag.gif
United States,2016,74.4,98.7,68.7,88.3,95.2,71.5,83.5,7.104,1.50796,1.04782,0.779,0.48163,0.41077,0.14868,https://www.worldometers.info//img/flags/small/tn_us-flag.gif
Uruguay,2016,76.3,98.4,68.3,83.3,91.8,70.9,75.5,6.545,1.18157,1.03143,0.72183,0.54388,0.18056,0.21394,https://www.worldometers.info//img/flags/small/tn_uy-flag.gif
Uzbekistan,2016,67.4,47.6,66.5,74.9,71.8,75.8,58.8,5.987,0.73591,1.1681,0.50163,0.60848,0.34326,0.28333,https://www.worldometers.info//img/flags/small/tn_uz-flag.gif
Vietnam,2016,70.5,93.2,69.7,68.8,98.0,71.1,71.9,5.061,0.74037,0.79117,0.66157,0.55954,0.25075,0.11556,https://www.worldometers.info//img/flags/small/tn_vi-flag.gif
Zambia,2016,52.2,10.5,56.3,39.6,66.3,64.0,51.5,4.795,0.61202,0.6376,0.23573,0.42662,0.17866,0.11479,https://www.worldometers.info//img/flags/small/tn_za-flag.gif
Zimbabwe,2016,56.1,29.1,43.7,36.9,60.8,75.8,53.0,4.193,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582,https://www.worldometers.info//img/flags/small/tn_zi-flag.gif
