country,year,sustainable_index_score,no_poverty_score,zero_hunger_score,good_health_score,quality_education_score,gender_equality_score,clean_water_sanitation_score,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,URL
Mauritania,2017,54.7,73.0,41.2,52.2,36.5,41.7,57.5,4.291999817,0.648457289,1.27203083,0.28534928,0.096098043,0.201870024,0.136957005,https://www.worldometers.info//img/flags/small/tn_mr-flag.gif
Mauritius,2017,67.8,97.9,68.8,77.9,90.1,46.6,70.9,5.629000187,1.189395547,1.20956099,0.638007462,0.491247326,0.360933751,0.042181555,https://www.worldometers.info//img/flags/small/tn_mp-flag.gif
Mexico,2017,68.0,87.7,60.6,78.5,98.0,74.1,72.9,6.578000069,1.153183818,1.21086216,0.709978998,0.412730008,0.120990433,0.132774115,https://www.worldometers.info//img/flags/small/tn_mx-flag.gif
Moldova,2017,76.9,98.5,59.8,75.0,99.1,68.9,69.6,5.837999821,0.72887063,1.251825571,0.589465201,0.240729049,0.208779126,0.010091286,
Mongolia,2017,64.0,93.1,45.8,62.9,96.9,67.0,63.1,4.954999924,1.027235866,1.493011236,0.557783484,0.394143969,0.33846423,0.032902289,https://www.worldometers.info//img/flags/small/tn_mg-flag.gif
Montenegro,2017,69.6,98.8,51.1,76.4,85.9,58.3,64.3,5.236999989,1.121129036,1.238376498,0.667464674,0.194989055,0.197911024,0.088174194,https://www.worldometers.info//img/flags/small/tn_mj-flag.gif
Morocco,2017,68.3,93.3,63.3,71.6,66.4,43.5,61.5,5.235000134,0.878114581,0.774864435,0.597710669,0.408158332,0.032209955,0.087763183,https://www.worldometers.info//img/flags/small/tn_mo-flag.gif
Myanmar,2017,62.1,74.2,65.7,52.0,54.9,56.9,66.1,4.545000076,0.36711055,1.123235941,0.397522569,0.514492035,0.838075161,0.188816205,https://www.worldometers.info//img/flags/small/tn_bm-flag.gif
Namibia,2017,63.6,63.4,48.4,43.1,77.2,85.3,55.5,4.573999882,0.964434326,1.098470807,0.338611811,0.520303547,0.077133745,0.093146972,https://www.worldometers.info//img/flags/small/tn_wa-flag.gif
Nepal,2017,64.3,69.9,65.3,53.3,85.1,44.6,67.9,4.961999893,0.479820192,1.179283261,0.504130781,0.440305948,0.394096166,0.072975546,https://www.worldometers.info//img/flags/small/tn_np-flag.gif
Netherlands,2017,78.7,99.2,68.0,95.5,99.1,82.6,87.6,7.376999855,1.503944635,1.428939223,0.810696125,0.585384488,0.47048983,0.282661825,
Nicaragua,2017,64.9,71.1,54.1,75.7,78.0,81.8,66.2,6.071000099,0.737299204,1.28721571,0.653095961,0.447551847,0.301674217,0.130687982,https://www.worldometers.info//img/flags/small/tn_nu-flag.gif
Niger,2017,46.9,11.0,46.7,36.7,6.9,39.5,42.8,4.027999878,0.161925331,0.993025005,0.268505007,0.363658696,0.228673846,0.138572946,
Nigeria,2017,52.8,39.6,58.0,33.7,41.3,40.8,57.3,5.073999882,0.783756256,1.215770483,0.05691573,0.394952565,0.230947196,0.026121566,https://www.worldometers.info//img/flags/small/tn_ni-flag.gif
North Macedonia,2017,71.6,94.7,60.7,76.7,73.6,53.3,71.4,5.175000191,1.064577937,1.207893014,0.644948184,0.325905979,0.253760964,0.060277794,
Norway,2017,81.7,99.1,63.5,97.1,97.4,88.9,83.7,7.537000179,1.616463184,1.53352356,0.796666503,0.635422587,0.362012237,0.315963835,https://www.worldometers.info//img/flags/small/tn_no-flag.gif
Pakistan,2017,57.2,73.8,40.5,43.3,59.7,29.8,48.1,5.269000053,0.726883531,0.67269069,0.402047783,0.235215262,0.315446019,0.124348067,https://www.worldometers.info//img/flags/small/tn_pk-flag.gif
Panama,2017,65.9,92.9,48.2,79.6,75.3,62.3,70.2,6.452000141,1.233748436,1.373192549,0.706156135,0.550026834,0.210556939,0.070983924,https://www.worldometers.info//img/flags/small/tn_pm-flag.gif
Paraguay,2017,67.0,93.0,74.7,73.7,72.9,64.8,75.8,5.493000031,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,https://www.worldometers.info//img/flags/small/tn_pa-flag.gif
Peru,2017,70.4,84.2,68.8,80.8,96.8,68.1,77.0,5.715000153,1.035225272,1.218770385,0.630166113,0.450002879,0.126819715,0.047049087,https://www.worldometers.info//img/flags/small/tn_pe-flag.gif
Philippines,2017,64.8,76.1,67.0,59.4,84.6,63.8,68.6,5.429999828,0.857699215,1.253917575,0.468009055,0.585214674,0.193513423,0.099331893,
Poland,2017,80.6,98.9,67.8,85.3,97.5,71.4,83.4,5.97300005,1.291787863,1.44571197,0.699475348,0.520342112,0.158465967,0.059307806,https://www.worldometers.info//img/flags/small/tn_pl-flag.gif
Portugal,2017,78.5,99.9,63.3,91.3,98.7,80.2,80.3,5.195000172,1.315175295,1.367043018,0.795843542,0.4984653,0.095102713,0.015869452,https://www.worldometers.info//img/flags/small/tn_po-flag.gif
Romania,2017,75.9,97.8,71.9,78.6,80.8,57.1,75.7,5.824999809,1.217683911,1.15009129,0.685158312,0.457003742,0.133519918,0.004387901,https://www.worldometers.info//img/flags/small/tn_ro-flag.gif
Saudi Arabia,2017,63.4,100.0,57.4,76.3,78.2,40.5,59.0,6.343999863,1.530623555,1.286677599,0.59014833,0.449750572,0.147616014,0.273432255,https://www.worldometers.info//img/flags/small/tn_sa-flag.gif
Senegal,2017,58.6,53.4,59.6,55.8,29.6,44.9,62.9,4.534999847,0.479309022,1.179691911,0.409362853,0.377922267,0.183468893,0.115460448,https://www.worldometers.info//img/flags/small/tn_sg-flag.gif
Serbia,2017,75.7,100.0,66.0,79.9,96.6,61.8,74.6,5.394999981,1.069317579,1.258189797,0.650784671,0.208715528,0.220125884,0.040903781,https://www.worldometers.info//img/flags/small/tn_ri-flag.gif
Sierra Leone,2017,53.7,34.2,53.6,33.3,40.9,43.5,47.7,4.709000111,0.368420929,0.984136045,0.005564754,0.318697691,0.293040901,0.071095176,https://www.worldometers.info//img/flags/small/tn_sl-flag.gif
Slovenia,2017,79.7,99.3,64.0,91.7,96.9,81.3,87.8,5.757999897,1.341205955,1.452518821,0.790828228,0.572575808,0.242649093,0.045128979,https://www.worldometers.info//img/flags/small/tn_si-flag.gif
South Africa,2017,63.0,51.5,58.2,49.9,77.2,82.0,61.8,4.828999996,1.054698706,1.384788632,0.18708007,0.479246736,0.13936238,0.072509497,https://www.worldometers.info//img/flags/small/tn_sf-flag.gif
Spain,2017,78.1,99.0,60.8,93.8,94.4,83.4,87.2,6.402999878,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,https://www.worldometers.info//img/flags/small/tn_sp-flag.gif
Sri Lanka,2017,68.5,88.2,63.0,79.2,97.3,53.1,49.7,4.440000057,1.009850144,1.259976387,0.625130832,0.561213255,0.490863562,0.073653966,https://www.worldometers.info//img/flags/small/tn_ce-flag.gif
Sweden,2017,85.5,99.0,67.8,96.2,99.7,89.5,95.1,7.28399992,1.494387269,1.478162169,0.830875158,0.612924099,0.385399252,0.384398729,https://www.worldometers.info//img/flags/small/tn_sw-flag.gif
Switzerland,2017,80.3,99.5,70.5,96.7,98.1,79.7,90.5,7.493999958,1.564979553,1.516911745,0.858131289,0.620070577,0.290549278,0.367007285,https://www.worldometers.info//img/flags/small/tn_sz-flag.gif
Tajikistan,2017,68.5,67.8,65.1,65.8,73.5,53.2,62.3,5.040999889,0.524713635,1.271463275,0.529235125,0.471566707,0.248997644,0.146377146,https://www.worldometers.info//img/flags/small/tn_ti-flag.gif
Tanzania,2017,56.8,23.4,59.1,43.7,45.4,70.3,49.6,3.348999977,0.511135876,1.041989803,0.364509284,0.390017778,0.354256362,0.066035107,
Thailand,2017,72.7,98.3,60.4,78.3,96.2,64.5,75.7,6.423999786,1.127868772,1.425792456,0.647239029,0.580200732,0.57212311,0.031612735,https://www.worldometers.info//img/flags/small/tn_th-flag.gif
Togo,2017,55.0,25.2,59.8,44.3,71.2,40.2,49.7,3.494999886,0.305444717,0.43188253,0.247105569,0.380426139,0.196896151,0.095665015,https://www.worldometers.info//img/flags/small/tn_to-flag.gif
Tunisia,2017,71.7,97.8,59.9,74.9,86.1,55.3,64.2,4.804999828,1.007265806,0.86835146,0.613212049,0.28968069,0.049693357,0.086723149,https://www.worldometers.info//img/flags/small/tn_ts-flag.gif
Uganda,2017,52.9,21.7,65.3,46.0,37.6,62.7,45.7,4.080999851,0.381430715,1.129827738,0.217632607,0.443185955,0.325766057,0.057069719,https://www.worldometers.info//img/flags/small/tn_ug-flag.gif
United Kingdom,2017,80.9,99.0,68.8,93.3,99.7,81.8,94.4,6.714000225,1.44163394,1.49646008,0.805335939,0.508190036,0.492774159,0.265428066,https://www.worldometers.info//img/flags/small/tn_uk-flag.gif
United States,2017,74.7,98.5,68.5,88.8,94.8,72.2,83.6,6.993000031,1.546259284,1.419920564,0.774286628,0.505740523,0.392578781,0.135638788,https://www.worldometers.info//img/flags/small/tn_us-flag.gif
Uruguay,2017,76.6,98.5,66.8,84.1,90.8,73.2,75.6,6.453999996,1.217559695,1.412227869,0.719216824,0.579392254,0.175096929,0.178061873,https://www.worldometers.info//img/flags/small/tn_uy-flag.gif
Uzbekistan,2017,67.7,51.7,67.3,76.5,72.6,76.0,58.8,5.971000195,0.786441088,1.54896915,0.498272628,0.658248663,0.415983647,0.246528223,https://www.worldometers.info//img/flags/small/tn_uz-flag.gif
Vietnam,2017,70.9,93.9,70.5,68.9,98.2,71.2,72.5,5.073999882,0.788547575,1.277491331,0.652168989,0.571055591,0.234968051,0.087633237,https://www.worldometers.info//img/flags/small/tn_vi-flag.gif
Zambia,2017,52.5,10.6,57.0,39.8,64.0,64.6,51.8,4.513999939,0.636406779,1.003187299,0.257835895,0.461603492,0.249580145,0.07821355,https://www.worldometers.info//img/flags/small/tn_za-flag.gif
Zimbabwe,2017,56.4,27.6,46.4,38.5,59.6,77.2,52.8,3.875,0.375846535,1.083095908,0.196763754,0.336384207,0.189143494,0.095375381,https://www.worldometers.info//img/flags/small/tn_zi-flag.gif
